"","textoComentario"
"961","El parque creo que está muy bien, no era la primera vez que íbamos, creo que lo tienen muy bien organizado. Me parece muy bien que estén continuamente midiendo la altura de los/as niños/as, eso significa que cumplen las medidas de seguridad. Hay muchos bares/restaurantes...Más"
"962","Lugar de asistencia obligatoria durante las vacaciones ó navidades. Solemos venir en navidades pero en esta ocasión ha sido en pleno agosto. Recomiendo coger las Pulseras para evitar enormes colas. El precio es elevado pero hay varias opciones de descuentos en travelclub, club super 3...Más"
"963","Si quieres gastar el dinero por pasarte todo el dia en una cola este es tu sitio. Si son 10 min de espera, al final son 30 y si es una hora son 3. Una máquina se sacar dinero"
"964","Hemos estado hoy 15 de agosto el parque abre a las 10 y allí estábamos nosotros. Primero la sableada en taquilla y luego para nuestra sorpresa la mayoría de atracciones no abre hasta las 11 u 11: 30. Total que pagas un dineral para estar...Más"
"965","El parque esta muy bien y para adolescentes y adultos es una delicia. La oferta para los niños es mas reducida, y si miden menos de 1.10 fatal, muy bien el alquiler de carritos. Pero lo que me parece un abuso!!! es el precio del...Más"
"966"," Soy una persona que jamás ha escrito comentarios negativos en Internet. Portaventura es un parque simpático con buenos espectáculos y atracciones. Siempre que he ido aunque haya esperado en las colas todo ha ido bien. Sin embargo el pasado 10 de Agosto tuve una experiencia...Más"
"967","Muy recomendable, atracciones y ambientación geniales. Dentro del parque, los productos son caros, y en épocas del año como verano colas larguísimas, para mi, imprescindible el pase express, es una gozada porque lo máximo de cola que hicimos fueron 10 minutos. Por todo lo demás,...Más"
"968","Los espectáculos son geniales, las atracciones muy divertidas aunque los restaurantes y las bebidas nos parecieron  demasiado caro."
"969","En casa somos fans de los parques temáticos. Porta Aventura es sin duda el mejor en España.
Está casi al mismo nivel que el de Orlando.
Las atracciones son de mucha calidad , eso si , prepara la cartera si quieres comer bien, aunque eso...Más"
"970","Era la primera vez que iba a un parque de atracciones y la verdad que me ha encantado, eso si, hay que coger el pase express, super recomendable para no esperar colas y que os de tiempo a subir en todo, el espectáculo de cierre...Más"
"971","Pues ha sido mi quinta vez, y me ha encantado como siempre. REcomiendo coger el fast pass, ya que en algunas atracciones las colas pueden ser muy largas. Con fast pass te da tiempo de repetir en las atracciones que quieras, comer tranquilo y luego...Más"
"972","Volví a Port Aventura despues de mucho tiempo (antes del furius baco y el shambhala) y, como siempre, me lo pasé genial. Las nuevas atracciones son una pasada, sobretodo el shambhala donde parece que vuelas! Habia mucha gente pero eso es normal allí. Recomendable entrar...Más"
"973","Si queréis pasar calor mientras hacéis colas de 2 horas bajo el sol por el módico precio de 55 euros, este es el lugar ideal. No llevéis comida ya que os la harán tirar a la entrada, lo cual debería ser ilegal (la papelera de...Más"
"974","Advierto que el parque es caro para el español de a pie, pero es que estamos en un pais turístico 100% y esto es un negocio.
Puntualizar: No tuvimos problemas para entrar bebidas y comida, evidentemente de forma discreta, no con neveras de playa y...Más"
"975","Es un gran parque temático muy recomendable pero con largas colas interminables. Recomiendo sacarse el pase express, merece la pena pagar un poco más para disfrutar más y evitar esas horas de espera. Para el parque reclamar fuentes de agua. La de los baños sale...Más"
"976","Hace años que tenoms el pase. Muy útil para pasar un buen rato, no solemos ir todo el dia pero de vez en cuando sí.
Se come bien, los espectáculos son muy buenos y para los mas valientes hay atracciones realmente espectaculares.
No he dado...Más"
"977","Recomendable 100 x 100 impresionante cada atracción que subes es mejor pura adrenalina.
Parking para aparcar grandísimo sin problema"
"978","Viaje en grupo y con niños pequeños el último domingo de Julio. Entrada a las 1o horas y primer consejo si vas comida no te la van a dejar pasar. Una vez dentro atracciones muy buenas.Es un complejo pensado para que te gastes el dinero...Más"
"979","A mi que me gustan los parques de diversiones y he podido visitar  los parque Disney; este es un parque que no vale la pena en general, espectáculos regulares a malos (el único que vale la pena es de Polynesia), pero lo peor de todo...Más"
"980","Dos dias sin parar de subir a las atracciones y ver espectáculos, para evitar colas eternas te recomiendo que cojas alguna variedad de las pulseras express, esta prohibido entrar comida al parque, la restauración asi como la comida  rapida en el parque es algo que...Más"
"981","El PortAventura es una pasada. En verano hay ratos que se pasa un poco mal con el calor porque hay pocos sitios con sombra, pero te montas en una atracción de agua y se pasa, eso si, recomendable el pase express, si no estaras todo...Más"
"982","El parque es una pasada pero en los meses de calor es complicado porque hay pocos sitios donde poder descansar con los niños y refrescarse...efectivamente el precio del agua es prohibitivo y no queda más remedio que pagarlo...
Los más pequeños no disfrutan tanto como...Más"
"983","9 de agosto sobre las 6, en el  Hurakan condor el personal horroroso; ponen dos filas para hacer cola, una de grupos y otra para los que van solos, pues a los que van solos no les dan salida, te puedes pasar horas viendo como...Más"
"984","El parque está francamente bien. Recomendable llevar comida y agua por que es exagerado el precio del agua.."
"985","Hola a todos, este es uno de los mejores parques que he ido en mi vida. Cuidan hasta el mas mínimo detalle y no dejan que el tiempo les atropelle, se mantienen frescos como el primer dia. 

Atracciones que quitan el hipo, hoteles con mucho...Más"
"986","He de decir que he llegado a ir sin poderme subir a nada y no me he aburrido. Muchísimas tiendas por descubrir con infinidad de productos varios la de la china es muy chula. Espectáculos preciosos fuimos en navidad y el BOSQUE ENCANTADO no lo...Más"
"987","Mucho mejor este año en port aventura,menos colas , menos gente, excesivo costo pulsera express pero merece la pena comprarla"
"988","Hemos estado la familia 5 dias 4 noxes. He ido con mi hijo de 2 años y medio.  El parque super limpio. Las atracciones espectaculares!! Aunque hay muxas colas, nosotros cogímos un pasa exprés para mi marido ( a mi sola no me motiva muxo...Más"
"989","Considero un poco caro el consumo dentro del parque. Espectáculos muy buenos. Deberían poner bien los tiempos de espera en las atracciones y ventilar mejor las zonas donde se hace fila."
"990","Nos encanta el parque, vamos todos los veranos. En general está todo muy bien pensado y a pesar de haber mucha gente o hacer mucho calor, estando bien informado puedes disfrutar de todo el parque.
Combina espectáculos con atracciones y tómatelo con calma.
A mejorar...Más"
"991","La verdad es que este parque tiene una gran oferta referente a entradas, normalmente siempre que vamos utilizamos el 2X1 del carnet jove. Así que la entrada no sale cara, tiene una gran variedad de atracciones, para los mas pequeños, para los más grandes o...Más"
"992","Nos encantó! Grande! Atracciones para todos! Y en un estado de conservación excelente! Para repetir en cuanto sea posible ya que es un día muy especial para pasar junto con amigos o familia, pequeños o grandes."
"993","Pase dos días con mi pareja y es un sitio espectacular tanto por decoración como por las atracciones y espectáculos que tiene. Por poner alguna pega... Debería de estar un poco mas señalizado (baños, direcciones por donde ir a las atracciones...) sin duda alguna volveremos...Más"
"994","Lo conozco desde que abrió y en la última visita he podido comprobar como ha crecido con otros parques, atracciones y hoteles. La últimas montañas que han abierto están entre la mejores de Europa. Para mi la pega, como el casi cualquier parque, es la...Más"
"995","PortAventura es el parque por excelencia y es una gran máquina para generar dinero.. (Comidas, bebidas, recuerdos, fotos... todo desorbitado) además pagas hasta por respirar... Como visitante recurrente recomiendo: Visitar el parque un mínimo de 2 días, si es tu primera visita es casi obligación...Más"
"996","Pues eso, si no fuera por los niños jamás nos habríamos sacado el pase de PortAventura, ya que te soluciona muchas tardes de verano en que no sabes qué hacer con los niños. 
Eternas colas, aguantando el frío el invierno y el calor en verano....Más"
"997","Fui sola con mis dos hijos. Aunque mi hijo estaba escayolado con un pie roto y en una silla de ruedas......no era bástante “descapacitado” y ellos querrían que yo subía mi hijo en la salida de cada atracción y después mandar mi hija con 11...Más"
"998","El parque es una pasada, tematizado en diferentes ambientes hacen que de verdad te sientas viajando por el mundo. Las atracciones tambiéen están en sincronía con su al rededor. Es verdad que en verano y sobre todo los fines de semana hay a veces colas...Más"
"999","Nos divertimos, buen nivel. Aún cosas que mejorar pero el nivel es bastante bueno. Lo recomiendo. Fuimos mi pareja y yo sin los niños."
"1000","Hay que conocer este parque y si puedes ir dos dias mejor, no te puedes perder los espectáculos, me gusta muchísimo el de la Pili está.
Nueva zona para niños es"
"1001","Estuvimos dos días y nos entusiasmo, los espectáculos una pasada, las atracciones molaban un montón y eso que no subimos en todas"
"1002","La visita bien. El calor es un problema en verano. Tendrian que poner más sitios donde refrescarse, chorros de agua por ejemplo."
"1003","Es un parque muy divertido y con secciones de todos los tipos ya que hay para todas las edades y todas las sensaciones desde suaves a fuertes.Mis atracciones favoritas fueron stampida y shambala"
"1004","cada año que voy me parece que lo hacen peor. tengo ido en distintas epocas del año y siempre igual asta cuando hay menos gente provocan ellos los colas quitando trenes parece que solo los interesa vender los fast pass. como si el hecho de...Más"
