"","textoComentario"
"936","A pesar de no haber podido conseguir visita guiada, la visita con audioguia fue todo un éxito. Tengo experiencia en audioguias y ha sido, con diferencia, la mejor. Muy clara y muy bien narrada.
Por fuera la Sagrada Familia es monumental, pero nunca te imaginas...Más"
"937","Una maravilla ! No se lo puede parecer nadie !
Un tip si suben alguna de  las Torres ! , hay que bajar 400 escalones en escalera de caracol .. eso no lo dicen .."
"938","Es indescriptible la belleza arquitectónica de esta gran obra de Gaudí, por dentro y por fuera. Puedes pasar horas y horas admirando los mil y un detalles, tanto de la propia construcción como de su decoración. El importante número de personas que la visitan a...Más"
"939","Una experiencia hermosa y un regalo para los sentidos. La belleza de las luces, los vitrales, la arquitectura."
"940","Si no vas pronto para ponerte a la cola,puedes desaprovechar el dia entero, pero la verdad esque merece la pena..por dentro es impresionante."
"941","Es muy recomendable obtener las entradas por internet con varios días de antelación y, si se puede, solicitar hora fuera de las horas punta, para evitar aglomeraciones ( por ejemplo, a las 15h). Conviene solicitar la visita con audioguía, porque las explicaciones hacen comprender la...Más"
"942","La visita a la sagrada familia es obligada en Barcelona, la genial obra de Gaudí no deja indiferente a nadie. Si desde fuera es espectacular el juego de luces del interior es alucinante. Con una visita guiada no quedará ningún detalle sin ver"
"943","ES IMPRESIONANTE, visitar obligatoriamente si vienes a Barcelona. 
Es una obra monumental y única en el mundo. 
Todo el templo está hecho con piedras talladas.
Aún faltan muchas de las torres,  y la ventral serán el doble de las laterales
IMPRESIONANTE."
"944","Visita guiada excelente , el guía Francisco de la agencia DOTRAVEL PARTNER un enamorado de Gaudí nos ofreció una experiencia mágica y muy muy instructiva"
"945","La guía Sara una genia!! Nos encantó como explicó y nos deslumbramos desde antes de ingresar a la basílica con la maravillosa obra.
Todo de maravilla. Gracias Gracias Gracias"
"946","Nos acercamos a la sagrada familia y segun te acercas impresiona. Para mi gusto demasiada gente (como es natural en este tipo de atracciones). Decidimos no entrar para no esperar la cola de entrada. Eso si, hicimos una fotos muy bonitas desde los parques que...Más"
"947","Yo no voy a hablar sobre la basílica porque está todo dicho: es una obra de arte que hay que visitar; sólo quiero avisar que las entradas hay que llevarlas sacadas con antelación; que hay cola para la hora que tienes en el tiquet; que...Más"
"948","Excepcional,  una joya,  es preciosa por fuera, cantidad de detalles en sus fachadas y dentro de la Iglesia es también ya preciosidad,  fue una visita muy buena."
"949","Contraten si o si la Audio guia, porque se pierden muchos detalles que uno desconoce sin eso. Por internet la entrada es mas economica, mejor sacarlo con tiempo! Imperdible si andan por Barcelona"
"950","No te pierdas esta visita es una de las atracciones que no te dejarán indiferente, por muchas cosas. Muy recomendable .... así que no tardes mucho en visitarla, eso si compra las entradas por internet, para evitar colas."
"951","Hermosa, muy recomendable hacer visita guiada o con alguien que te pueda explicar todo el significado de cada parte, preferible hacerlo con luz del sol, si es en hinvierno mejor por la mañana, para poder ver los vidriales con luz, y preferible comprar la entrada...Más"
"952","Espectacular exponente del modernismo de Gaudí, única en el mundo. Hay que visitarla para darse cuenta realmente de su espectacularidad."
"953","Visitamos la Basílica por que nuestros hijos nos regalaron las entradas con visita guiada. Te das cuenta de que todo lo que has visto en fotos o en vídeo no es nada, la realidad supera tus espectatívas. La visita fue muy amena y nuestra guía...Más"
"954","La Sagrada Familia es increible. La fila es bastante confusa, pero una vez que ingresas no dejas de maravillarte con cada cosa que veas dentro. El diseño es sin dudas maravilloso."
"955","Impresionante y sobrecogedor lugar lleno de luz y la genialidad de Gaudí. Eso si recomiendo reservar la entrada de lo contrario prepararse para largas colas."
"956","de todas maneras increíble, su arquitectura te deja boquiabierto.  No importa cuantas veces recorras cada rincón, siempre vas encontrando detalles distintos.  cuando estas adentro no tienes palabras para explicar, es hermosa"
"957","Esta de más Comentar la gran experiencia que es estar en esta basílica. 15 euros cuesta entrar lo único es que es tan visitado que se hace mucha cola para entrar"
"958","Vinimos a la noche a conocer la catedral iluminada, invitados por una amiga de mi esposa.
Realmente deslumbrante, vale la pena pasar a conocer"
"959","Gran obra moderna, al verla impone y no puedes dejar de mirar para ver todos los detalles que representa, cantidades numerosas de turistas a su alrededor, intentando sacar la mejor fotografía posible."
"960","Era un monumento que siempre había querido visitar y la verdad es que no me defraudó. Sentí una conexión muy especial, no se si sería por la luz o las vidrieras pero estaba casi levitando. Espero que la próxima vez que vaya esté terminada y...Más"
"961","Hermosa Catedral, con una historia que está plasmada en sus muros, las esculturas, los vitales, colores etc es hermosísimo
Es obligado ir a conocer este monumento, pero las audioguías son determinantes para la visita o sino es imposible entender tanta belleza.
Realizar reserva es lo...Más"
"962","La fachada es impresionante pero me parece excesivo que haya que pagar tanto dinero para verla por dentro."
"963","Si bien había visto muchas fotos por fuera,   he de decir que las fotos no le hacen justicia. Es mucho más bonita al natural. Y el interior es realmente sorprendente. Muy  recomendable su visita."
"964","De una increíble arquitectura futurista, Gaudí logró hacer de esta construcción una maravilla que no Termina de sorprender a cada paso. Es digna de visitar sin importar la religión que se profese. Recomiendo tomar la visita anticipada en el sitio oficial para evitar largas esperas...Más"
"965","Creo que poco hay que decir sobre esta maravilla arquitectonica.creada por un verdadero genio...hay que visitarla..con palabras no puedes explicar tanta belleza"
"966","La Sagrada Familia merece una visita desde todo punto de vista. La obra de Gaudi y sus discípulos y seguidores es una maravilla de arquitectura y diseño, única en el mundo.
No obstante, tiene varios handicaps:

- Alta ocupación (colas, masificación, etc...)
- Precio (32€...Más"
"967","Visitar la Sagrada Familia es algo excepcional, ya por fuera por su grandeza arquitectónica excepcional, por dentro dentro de su majestuosidad el sentir que todo lo que vemos tiene un sentido y una explicación, nada es por casualidad sino que todo tiene significado . Verla...Más"
"968","Fue una visita difícil por que llovía y la entrada era muy lenta y desorganizada. Todos nos mojábamos por que llovía sin parar. La gente de seguridad muy poco amable. Al controlar las entradas, al revisará las personas  o los objetos personales. No te dejaban...Más"
"969","La Sagrada familia deja sin palabras. Puede que el estilo modernista no te guste mucho pero aún así es simplemente espectacular. No solo el exterior, el interior casi es mas impresionante por la altura y el efecto de la luz atravesando las vidrieras por la...Más"
"970","Excepcional construcción, emblemática y representante de la magnificenca, genialidad y ""locura""  del legendario Gaudí.  Puedes no amarla, pero jamás quitarla de tus planes, si vas Barcelona.
Si deseas admirarla por dentro, es muy recomendable reservar las entradas con anticipación, y directamente en la página oficial,...Más"
"971","Si quieres verla por dentro, reservar con antelación, al menos por fuera majestuosa, si palabras, increíblemente hermosa."
"972","No soy muy de iglesias pero la historia detrás de la Sagrada Familia, respecto a sus orígenes, su construcción, la persona detrás del diseño es increíble, Gaudí es un seco y la Basílica es una muestra de ello. Seas o no católico debes visitarla ;)"
"973","Es muy fácil recorrer la basílica con la audio guía, en arquitectura es espectacular toda la magia y los detalles que encierran este lugar, aunque se sea ateo o agnóstico vale la pena conocer la gran obra de Gaudí, es corto el recorrido."
"974","Impresionante no Te Lo pieces perder emblamatico me Ben Lo unicorn Las colas para acceder tendria queen set mad facility y massage economics para LA genre residente"
"975","Visitar la Sagrada Familia es entregarse a una contemplación  de un sitio religioso diferente.
La obra arquitectónica deslumbra a novatos y entendidos.
Imperdible."
"976","lo malo es un poco cara la entrada 17 euros la mas barata, sin guia y sin torres y hay que esperar incluso con las entradas con cita, hay que comprarla con antelacion porque se agotan para el mismo dia"
"977","Sabia que es una catedral bonita pero me ha impresionado. Compramos las entradas por internet y casi no esperamos cola. Es bonita por fuera y por dentro y la luz que entraba de fuera a través de las vidrieras le daba aun más encanto. La...Más"
"978","Increíble edificio para ver.  Tuvimos la guía de audio que encontramos con suficientes detalles para hacer de esta una visita agradable"
"979","Impresiona de cerca... la había visto infinidad de veces en televisión y sabía que era visita obligada si vas a Barcelona pero me impresionó muchísimo cuando la vi. Muy bonita!!! Encima tuvimos la suerte de verla bastante libre de andamios."
"980","Hicimos la visita a la Sagrada familia con audioguia, y aunque el precio nos parecio elevado, desde luego merece la pena ver esa gran obra y por supuesto con una buena explicacion. totalmente recomendado. Si lo reservais por internet no teneis que hacer colas ni...Más"
"981","Recomiendo ir para la caída del sol para contemplar la iluminación natural que crean las vidrieras en el interior, vale mucho la pena."
"982","Si vienes a Barcelona, si o si has de visitar la Sagrada Familia, ver como aun esta en construccion una obra que empezo en 1882 y que por seguir los bocetos de gaudi a rajatabla aun esta en construccion.
Hay mucha cola, si. Pero tiene...Más"
"983","Si viajas a Barcelona tenés que visitar esta basílica! Es una de últimas obras en vida de Gaudí, la más importante .."
